Date,"Temperature High (C)","Temperature Low (C)","Temperature Average (C)","Sea Surface Temperature (C)","Sea Ice (WMO Code)","Pressure High (mbar)","Pressure Low (mbar)","Pressure Average (mbar)","Windspeed Peak","Windspeed 5-Sec Peak","Windspeed 2-Min Peak","Windspeed Average","Wind Peak Direction (True) (º)","Wind Peak Direction (º)","Wind 5-Sec Peak Direction  (º)","Wind 2-Min Peak Direction  (º)","Wind Direction Prevailing","Rainfall (mm)","Precipitation Snow (cm)","Depth at Snowstake (cm)","Cloud Cover","Data flag - Temperature Average","Data flag - Pressure Average"
2000-12-13,5.2,0.4,2,1.7,0/6/0,996.7,995.3,996.2,12,,,5,,210,,,SW,0,0,0,9,,
2000-12-14,5.5,-0.8,1,1.5,0/6/0,999.4,996.5,998,14,,,8,,220,,,S,0,0,0,10,,
2000-12-15,6.1,0.6,1.7,1.3,0/6/0,1000.5,996.4,998.8,17,,,8,,220,,,N,0,0,0,9,,
2000-12-16,5.3,-1.1,2,0.4,0/6/0,996.4,976.9,984.8,54,,,16,,40,,,NE,0,0,0,10,,
2000-12-17,5.4,1.4,2.7,0.2,0/6/0,978.2,976.5,977.2,44,,,10,,40,,,E,2.7,0,0,10,,
2000-12-18,8.2,0.5,3.2,0.5,0/6/0,996.4,977.5,986.8,14,,,2,,130,,,NW,0.5,0,0,9,,
2000-12-19,6.5,1.7,3.1,0.7,0/6/0,1001.7,996.4,999.7,14,,,4,,350,,,E,0,0,0,10,,
2000-12-20,5.5,0.6,2,0.7,0/6/0,996.8,986.5,989.6,9,,,2,,240,,,E,0,0,0,10,,
2000-12-21,6,-0.3,2.3,1.2,0/6/0,986.5,984.7,985,11,,,3,,250,,,W,0,0,0,9,,
2000-12-22,3.7,-0.1,0.6,1.3,0/6/0,988.5,985.3,987.3,16,,,7,,230,,,SW,0,0,0,10,,
2000-12-23,5.5,-2.4,1.3,1.1,0/6/0,988.5,982.9,985.2,14,,,4,,240,,,E,0,0,0,10,,
2000-12-24,3,-0.1,2.1,0.5,0/7/0,982.9,980.2,981,34,,,17,,10,,,N,3.8,-998,0,10,,
2000-12-25,5.4,0.6,2.2,0.4,0/7/0,984.5,982.2,983.7,31,,,8,,10,,,N,0.4,-998,0,7,,
2000-12-26,8,0.4,3.4,0.7,0/6/0,983.8,977.9,979.8,17,,,8,,200,,,S,0,0,0,1,,
2000-12-27,7.2,-0.2,2.6,0.8,0/6/0,977.9,975.1,976.1,23,,,7,,140,,,E,0,0,0,8,,
2000-12-28,9.5,0.3,3.1,1.4,0/6/0,980.8,976.9,979.6,6,,,1,,110,,,N,0,0,0,6,,
2000-12-29,6.9,-0.2,2.3,1.7,0/6/0,981,978.8,979.8,17,,,5,,320,,,NW,0,0,0,7,,
2000-12-30,7.9,1.3,3.9,1.9,0/6/0,984.8,979.5,983.4,8,,,2,,220,,,SW,0,0,0,1,,
2000-12-31,5.5,0.2,1.6,1.9,0/6/0,986.5,983.5,984.7,26,,,6,,10,,,N,2.2,-998,0,10,,
2001-01-01,2.2,-1.1,-0.4,1.5,0/7/0,989.4,986.5,988.2,15,,,6,,60,,,NW,0.1,-998,0,10,,
2001-01-02,2.7,-2.3,0,1.6,0/6/0,988.5,983.7,985.2,30,,,11,,10,,,N,3.1,3,0,8,,
2001-01-03,7.5,-1.6,2.2,1.9,0/6/0,985.5,982.9,984.2,25,,,8,,30,,,SE,0,0,0,8,,
2001-01-04,6.5,1.4,3.1,1.7,0/6/0,995.5,982.7,990.5,26,,,6,,80,,,NW,0,0,0,6,,
2001-01-05,7.4,-0.4,3,1.8,0/6/0,998.8,995.5,998.1,20,,,6,,10,,,N,0,0,0,7,,
2001-01-06,8.2,0.2,3.4,2,0/6/0,997.6,995.8,996.4,27,,,6,,10,,,E,0,0,0,10,,
2001-01-07,6,1.3,3,2,0/6/0,996.4,995.7,996,18,,,5,,40,,,E,0.7,-998,0,10,,
2001-01-08,8.4,2,4.3,1.7,0/7/0,997.8,994.3,995.8,29,,,4,,30,,,NE,0,0,0,10,,
2001-01-09,7.2,1.1,3.6,2,0/7/0,996,993.9,994.7,12,,,3,,10,,,E,0,0,0,10,,
2001-01-10,5,0.7,2,1,0/6/0,997.3,995.7,996.7,8,,,2,,170,,,SE,-998,0,0,10,,
2001-01-11,4,0.8,2.1,1.5,0/6/0,995.7,984.5,988.7,11,,,2,,170,,,SE,-998,-998,0,10,,
2001-01-12,5.7,0.4,1.8,1,0/6/0,984.5,981.3,982.1,8,,,3,,310,,,NW,-998,-998,0,10,,
2001-01-13,9.5,1.5,3.9,1.2,0/6/0,988.2,983.3,986.4,14,,,5,,10,,,N,0,0,0,10,,
2001-01-14,7.2,1.7,3.1,1.3,0/6/0,987.2,978.8,981.7,21,,,7,,340,,,NW,1,0,0,10,,
2001-01-15,7.1,1.9,3.1,1.4,0/6/0,981.8,972,975.8,21,,,5,,100,,,SE,0.5,0,0,10,,
2001-01-16,7.4,0.8,2.8,1.1,0/6/0,972.1,969.2,970.5,8,,,3,,340,,,NW,0.5,0,0,10,,
2001-01-17,4,-0.5,0.4,1.3,0/6/0,979.8,972.1,977.1,24,,,12,,270,,,W,4.6,-998,0,10,,
2001-01-18,6.1,-1.6,2.2,1.7,0/6/0,989.6,979.8,984.3,10,,,5,,10,,,SW,-998,-998,0,6,,
2001-01-19,7.4,1.4,3.4,2.1,0/6/0,993.2,989.6,992,12,,,6,,240,,,SW,0,0,0,9,,
2001-01-20,5.7,1.2,2.8,1.9,0/6/0,990.8,983.9,985.4,9,,,2,,330,,,NW,2.3,0,0,10,,
2001-01-21,6,1.3,2.5,1.7,0/6/0,990.9,986.2,989.3,12,,,1,,130,,,SE,1.6,0,0,10,,
2001-01-22,6,0.9,2.5,1.7,0/6/0,990.3,983.7,987.3,20,,,3,,120,,,SE,0.2,0,0,10,,
2001-01-23,6.3,1.3,2.8,2,0/6/0,983.7,976.7,978.4,27,,,4,,10,,,N,1.2,0,0,10,,
2001-01-24,5.4,1.3,2.8,1.7,0/6/0,983.5,979.4,981.3,26,,,5,,350,,,SE,5,0,0,10,,
2001-01-25,8.5,-0.3,2.6,1.6,0/6/0,984.9,983.5,984.4,13,,,3,,150,,,SE,0,0,0,6,,
2001-01-26,7,0.2,2.2,1.9,0/6/0,986.1,984.1,985.2,14,,,4,,10,,,N,0,0,0,7,,
2001-01-27,5,1.3,2.3,2,0/6/0,986.5,986.1,986.4,13,,,4,,310,,,NE,0,0,0,10,,
2001-01-28,6.3,0.8,3,2,0/6/0,986.1,982.6,983,23,,,6,,60,,,E,-998,-998,0,10,,
2001-01-29,7.9,0.7,2.9,1.9,0/6/0,984.1,982.1,982.9,28,,,6,,30,,,NE,0.5,0,0,7,,
2001-01-30,7.5,0.2,3.2,2.1,0/6/0,984.4,973,976.5,17,,,3,,110,,,SE,0,0,0,8,,
2001-01-31,4.3,0.4,1.8,2.2,0/6/0,980.5,973.8,977.2,24,,,5,,20,,,E,0.5,-998,0,10,,
2001-02-01,6.1,0.3,2.7,2.2,0/6/0,986.4,980.5,983.4,21,,,4,,30,,,N,0.2,0,0,10,,
2001-02-02,7.1,0.9,2.8,1.7,0/6/0,991.4,986.4,990,14,,,4,,150,,,E,-998,0,0,9,,
2001-02-03,7.7,-0.2,3.6,2.2,0/6/0,991.1,989.1,990.2,20,,,10,,110,,,E,0,0,0,7,,
2001-02-04,6.6,1.9,3.4,2.2,0/6/0,989.1,985,986.4,39,,,16,,110,,,E,0,0,0,10,,
2001-02-05,5.4,0.9,2.6,2,0/6/0,987,984.1,985.5,32,,,15,,100,,,E,0,0,0,10,,
2001-02-06,7,1,2.6,2,0/6/0,991.2,987,988.8,22,,,4,,60,,,NE,0,0,0,10,,
2001-02-07,6,-0.2,1.7,1.9,0/6/0,994.8,991.2,994.2,28,,,8,,10,,,NE,-998,0,0,10,,
2001-02-08,6,-0.3,2.2,1.7,0/6/0,993.1,985.3,988.2,35,,,17,,140,,,E,0.5,0,0,10,,
2001-02-09,6.5,1.2,3.4,1.5,0/6/0,986.4,984.5,985.6,32,,,7,,130,,,SE,3.8,0,0,10,,
2001-02-10,8.4,0.3,3,1.2,0/6/0,986.5,971.6,978.1,31,,,7,,90,,,E,0,0,0,10,,
2001-02-11,7.8,2.6,4.3,1.8,0/6/0,971.6,965.9,967.8,22,,,10,,80,,,E,0,0,0,8,,
2001-02-12,4.6,0.8,1.8,1.5,0/6/0,969.8,964.7,966.5,12,,,5,,330,,,N,-998,-998,0,10,,
2001-02-13,5.9,0.4,1.7,1.5,0/6/0,978.2,969.8,973.2,13,,,3,,90,,,E,0.7,-998,0,10,,
2001-02-14,6.1,-0.6,2.9,1.3,0/6/0,981.8,977.7,979.6,34,,,9,,60,,,NE,-998,0,0,7,,
2001-02-15,4.5,-0.3,1.8,1,0/6/0,984.8,978.1,983,24,,,4,,120,,,NW,5.8,1,0,9,,
2001-02-16,5.9,0.2,2.7,1.6,0/6/0,984.1,979,980.1,8,,,2,,20,,,S,0,0,0,5,,
2001-02-17,5.1,-0.2,1.5,1.6,0/6/0,985.2,979,981.5,17,,,5,,130,,,NE,0,0,0,8,,
2001-02-18,3.7,-2.5,0.8,1.1,0/6/0,994.3,985.2,991.4,15,,,5,,90,,,E,0,0,0,9,,
2001-02-19,5.4,-2.4,1.1,1.7,0/6/0,996.9,994.3,996.2,16,,,7,,20,,,NE,0,0,0,7,,
2001-02-20,6.5,0.7,3.5,1.5,0/6/0,996,989,991.8,32,,,9,,70,,,E,-998,-998,0,8,,
2001-02-21,8,-0.7,3.2,2,0/6/0,989.6,987.2,988,27,,,7,,70,,,E,0,0,0,4,,
2001-02-22,4.9,-0.8,1.4,2,0/6/0,994.8,987.9,991.9,16,,,5,,60,,,NE,0,0,0,3,,
2001-02-23,4.6,-0.8,1.7,1.9,0/6/0,998.9,994.8,996.9,20,,,9,,250,,,SW,-998,-998,0,7,,
2001-02-24,2.6,0.5,1.6,1.8,0/6/0,1001.7,998.9,1000.6,22,,,10,,210,,,SW,0,0,0,10,,
2001-02-25,6.4,0.2,3.4,1.8,0/6/0,1000.6,990.3,997,26,,,9,,70,,,E,1.1,1,0,9,,
2001-02-26,8.7,3.3,5.2,2.2,0/6/0,990.3,978.2,980.9,42,,,16,,20,,,E,-998,0,0,9,,
2001-02-27,6,2.6,4.4,2,0/6/0,982.8,979.1,980.7,46,,,18,,30,,,N,9.3,0,0,10,,
2001-02-28,6.1,0.3,3.3,1.9,0/6/0,982.4,979.3,981.2,40,,,8,,30,,,N,10.2,0,0,9,,
2001-03-01,7,2.5,3.8,2.1,0/6/0,980,974.6,977.3,39,,,15,,20,,,N,1.7,0,0,9,,
2001-03-02,3.9,0.4,2.2,1.9,0/6/0,977.2,972.8,974.7,18,,,5,,20,,,NW,-998,0,0,9,,
2001-03-03,3.4,1.1,1.8,1.2,0/6/0,988.5,977.2,985,15,,,7,,230,,,SW,-998,-998,0,10,,
2001-03-04,2.6,-0.6,1.1,1.7,0/6/0,988.5,984,985.6,7,,,1,,10,,,NW,0.2,-998,0,7,,
2001-03-05,3,-0.9,1.2,1,0/6/0,984,980.4,981.5,25,,,6,,60,,,NE,0,0,0,9,,
2001-03-06,5.1,0.8,2.3,1.8,0/6/0,982.6,981.4,982.1,27,,,10,,30,,,NE,0,0,0,8,,
2001-03-07,5.1,0.7,1.9,2,0/6/0,986.1,981.6,984.1,28,,,13,,40,,,NE,0,0,0,9,,
2001-03-08,2.8,-1.2,1,2.2,0/6/0,985.2,982.7,983.4,32,,,14,,90,,,E,0,0,0,10,,
2001-03-09,2.7,0,1.5,2,0/6/0,987.2,984,986.3,30,,,9,,80,,,E,0,0,0,10,,
2001-03-10,3.6,-1.6,1,2,0/6/0,988.9,986.2,987.4,10,,,3,,270,,,NE,0,0,0,10,,
2001-03-11,1.7,-2.1,0.1,1.6,0/6/0,989.3,984.1,986.6,39,,,13,,10,,,N,1.3,2,0,9,,
2001-03-12,2.2,0.8,2,1.4,0/6/0,990.5,983.9,986.3,38,,,16,,360,,,N,3.7,-998,0,10,,
2001-03-13,5.2,0.5,2.7,1.6,0/6/0,994.1,984.1,990.4,38,,,17,,30,,,N,1,-998,0,10,,
2001-03-14,6.2,2.1,4.3,1.9,0/6/0,984.1,966.2,972.1,46,,,23,,50,,,NE,1.9,0,0,9,,
2001-03-15,3.8,0.4,1.6,1.1,0/5/0,976,963.2,970.6,40,,,18,,20,,,N,10.9,-998,0,10,,
2001-03-16,5.7,1.4,3.5,1.8,0/5/0,975.8,969.8,973,48,,,20,,30,,,N,8.3,0,0,9,,
2001-03-17,6.2,1.5,3.2,1.7,0/5/0,972.5,967.2,969.4,40,,,17,,30,,,E,2.9,0,0,10,,
2001-03-18,2.5,0.4,1.2,1.6,0/5/0,984,971,980,17,,,6,,330,,,SW,0.1,0,0,8,,
2001-03-19,3.9,-0.6,0.4,1.4,0/5/0,993.1,984,987.5,21,,,7,,220,,,SW,0,0,0,7,,
2001-03-20,3.2,-0.9,1.1,1.5,0/5/0,1005.8,993.1,1001.4,17,,,8,,210,,,SW,0,0,0,8,,
2001-03-21,1.5,0.5,1.2,0.9,0/5/0,1008.5,1004.8,1007,16,,,8,,270,,,W,1.1,0,0,10,,
2001-03-22,3,0.2,1.2,1.1,0/5/0,1004.8,986.9,992.1,16,,,6,,40,,,NW,2.4,-998,0,10,,
2001-03-23,2.2,0.1,0.9,-0.6,0/5/0,1000,989.1,998,23,,,7,,350,,,NW,0.7,-998,0,10,,
2001-03-24,4.2,-0.7,1.3,0.6,0/5/0,998.5,972,982.5,53,,,8,,60,,,NE,-998,-998,0,10,,
2001-03-25,4.1,0.5,2.1,1.6,0/5/0,980.6,969.2,974.8,51,,,15,,70,,,E,0.7,-998,0,10,,
2001-03-26,3.4,0.8,1.8,1.5,0/5/0,987.8,980.6,985,44,,,19,,30,,,N,0,0,0,10,,
2001-03-27,4.7,1,2.8,,0/5/0,982,964.5,968,60,,,35,,30,,,NE,12.1,-998,0,10,,
2001-03-28,3,0.5,1.9,,0/5/0,967,958.8,961.8,47,,,20,,360,,,N,17.1,-998,0,10,,
2001-03-29,1.6,-1.5,0.1,,0/4/0,979.5,961.8,974.6,20,,,3,,10,,,N,4.7,5,0,9,,
2001-03-30,0.8,-1.6,-1,,0/5/0,989.8,979.5,987.6,14,,,6,,360,,,NW,3.8,8,13,10,,
2001-03-31,1,-1.9,0,,0/5/0,993.1,989.8,991.6,25,,,12,,320,,,N,1.9,4,14,8,,
2001-04-01,-0.5,-2.5,-1.1,,0/4/0,995,993.1,993.8,28,,,12,,220,,,SW,1.6,2,14,10,,
2001-04-02,-0.3,-1.8,-0.7,,0/5/0,1002.6,994.5,998.2,23,,,9,,210,,,SW,0.1,1,14,10,,
2001-04-03,0,-2.2,-0.8,0.4,0/5/0,1003.5,992,998.6,15,,,4,,30,,,SW,0.2,-998,12,10,,
2001-04-04,-1.4,-2,-1.6,0.9,0/5/0,992,984.1,985.6,19,,,5,,120,,,SE,0,0,11,10,,
2001-04-05,1.1,-2.3,-0.8,1.1,0/5/0,985.7,983.2,984.6,12,,,2,,160,,,SE,-998,-998,10,10,,
2001-04-06,2,-2.3,0.1,1.1,0/5/0,985.7,966,974.4,24,,,5,,70,,,E,0.2,-998,10,10,,
2001-04-07,0.8,-0.5,0.1,1,0/5/0,987.8,969,982.6,22,,,12,,180,,,W,2.9,3,13,10,,
2001-04-08,0.6,-2.7,-0.2,0.6,0/5/0,990.8,975,985.6,33,,,10,,90,,,SW,0.5,1,16,10,,
2001-04-09,5,-1.4,0.8,1.2,0/5/0,975,962.5,965.6,48,,,22,,70,,,E,6.6,3,16,10,,
2001-04-10,0,-4.7,-1.9,1,0/5/0,980.8,968,975.9,34,,,12,,60,,,E,0,0,15,9,,
2001-04-11,-1,-4.8,-3.1,0.7,0/5/0,981.5,980.8,981.2,22,,,5,,110,,,E,0,0,14,7,,
2001-04-12,-1.8,-4.5,-3,0.5,0/5/0,982,979.9,980.9,17,,,4,,270,,,E,5.6,11,18,10,,
2001-04-13,-2,-5,-3.2,-0.4,0/5/0,994.5,982,987.8,24,,,11,,360,,,N,2.4,6,30,10,,
2001-04-14,-1.7,-4.9,-2.9,-0.1,0/5/0,998.5,994.5,997.7,22,,,9,,360,,,N,0,0,25,10,,
2001-04-15,3.5,-4.8,0.2,0.7,0/5/0,997.5,975.8,986.8,42,,,19,,30,,,NE,0.8,0,23,10,,
2001-04-16,3.3,-0.5,0.8,0.7,0/5/0,975.8,968,970.4,40,,,11,,30,,,E,5.8,-998,10,10,,
2001-04-17,0.7,-1.1,-0.3,0.4,0/4/0,992,971,983.3,21,,,6,,230,,,SW,1.3,1,11,10,,
2001-04-18,2,-2.4,-0.4,0.4,0/5/0,994.1,984.7,990.4,52,,,10,,30,,,SE,1.4,-998,12,10,,
2001-04-19,3.2,1,2.2,0.7,0/5/0,985,975.5,977.5,46,,,26,,20,,,N,7.7,0,0,10,,
2001-04-20,3.3,-0.5,2.1,0.8,0/5/0,976.2,962,966.5,52,,,24,,360,,,N,12.7,-998,0,9,,
2001-04-21,0.1,-4,-2.3,0.4,0/5/0,974,964.9,971.5,37,,,17,,330,,,W,2.1,1,9,10,,
2001-04-22,-1.2,-5.2,-2.9,-0.3,0/5/0,978.9,974,975.8,42,,,20,,330,,,SW,3.3,2,14,10,,
2001-04-23,-3.2,-4.8,-3.9,-0.3,0/5/0,988.1,978.9,985.1,23,,,12,,210,,,SW,0,0,15,8,,
2001-04-24,-3.8,-5.4,-4.3,-0.3,0/5/0,987.2,983.2,984.3,14,,,5,,230,,,NE,0,0,12,10,,
2001-04-25,-3.2,-6.2,-4.9,-0.6,0/5/0,987,985,986.2,26,,,15,,10,,,N,-998,-998,12,10,,
2001-04-26,-2.2,-6.4,-4.8,-0.4,0/5/0,989.2,986.7,988.2,36,,,13,,270,,,N,3.7,3,12,10,,
2001-04-27,-2,-7.4,-4.9,-0.3,0/5/0,995,989.2,993.2,16,,,6,,230,,,SW,0.8,1,17,5,,
2001-04-28,-1.6,-4.1,-2.8,0,0/5/0,991.1,982.5,985.5,18,,,4,,230,,,NE,0.2,-998,17,8,,
2001-04-29,0.7,-3.3,-0.8,0,0/5/0,982.5,970,973.2,48,,,16,,30,,,SW,5,5,21,10,,
2001-04-30,-0.2,-2.3,-1.3,-0.6,0/5/0,985,977.3,982,66,,,18,,20,,,N,3.1,4,26,10,,
2001-05-01,1.2,-2.1,-0.1,0.1,0/5/0,978.8,968.5,972.5,50,,,26,,360,,,W,1.7,-998,19,10,,
2001-05-02,0.5,-2.5,-0.7,-0.3,0/5/0,989.9,973.8,984,44,,,21,,260,,,W,4.3,3,24,10,,
2001-05-03,1.1,-1.4,0,-0.7,0/5/0,995,989.5,992.5,32,,,15,,20,,,W,0.2,-998,26,10,,
2001-05-04,1.6,0.1,1.4,-0.3,0/5/0,996,990,993.3,30,,,14,,10,,,N,1.1,-998,23,10,,
2001-05-05,1.7,-1,0.4,-0.3,0/4/0,1008.1,991.5,1000.6,53,,,21,,350,,,N,4.1,-998,22,10,,
2001-05-06,2.3,-1.8,0.9,0,0/5/0,1010,1003.2,1006.8,38,,,12,,30,,,N,0,0,20,10,,
2001-05-07,1.4,-1.2,-0.1,-0.3,0/5/0,1015.1,1002.5,1008.7,16,,,2,,40,,,NE,1.4,0,20,9,,
2001-05-08,2.5,-1,0.1,-0.1,0/5/0,1021.2,1015.1,1020,28,,,5,,20,,,SE,0,0,20,9,,
2001-05-09,1.3,-2.5,-0.8,-0.8,0/5/0,1021,1019.4,1020.1,24,,,5,,90,,,E,1.8,1,20,10,,
2001-05-10,0.3,-2.5,-1.4,-0.4,0/8/0,1020,1016.8,1018.5,15,,,3,,140,,,SE,3.2,0,21,10,,
2001-05-11,0.5,-2.6,0,-0.2,0/5/0,1016.8,1012.6,1013.4,14,,,1,,110,,,SE,0.5,-998,21,10,,
2001-05-12,1.2,-1.7,0.4,-0.3,0/5/0,1016.7,1013.5,1015.5,13,,,4,,130,,,SE,0.6,0,20,10,,
2001-05-13,5.3,-0.3,3,-0.3,0/5/0,1015.5,1010,1012.1,42,,,19,,360,,,N,3.2,0,14,10,,
2001-05-14,3.7,0.4,2.2,0,0/5/0,1016.7,1013.5,1015.5,34,,,16,,10,,,N,0.1,0,10,10,,
2001-05-15,5.3,0.3,4.6,0.2,0/5/0,1015.6,1011.5,1012.5,48,,,24,,20,,,N,0,0,0,10,,
2001-05-16,4.8,2,3.9,0.3,0/4/0,1011.5,1005,1007.6,42,,,27,,20,,,N,0,0,0,10,,
2001-05-17,4.3,-0.5,1.6,0.2,0/5/0,1005.5,994.5,998.8,42,,,14,,30,,,E,0,0,0,9,,
2001-05-18,4.7,1,2.6,-0.1,0/5/0,994.5,988,990.1,30,,,10,,80,,,E,0,0,0,10,,
2001-05-19,5,-0.8,1.4,0,0/5/0,992,982.5,987.7,33,,,10,,60,,,NE,0,0,0,9,,
2001-05-20,3.9,-1.8,1,0.2,0/4/0,982.7,974,978.7,47,,,22,,130,,,E,0.2,-998,0,10,,
2001-05-21,4.1,-0.5,0.4,0.1,0/4/0,990.7,982.5,988.8,29,,,13,,110,,,E,0,0,0,10,,
2001-05-22,1.4,-1.8,-0.8,-0.4,0/4/0,990.5,978.9,982,19,,,5,,40,,,NW,1,2,0,10,,
2001-05-23,-0.7,-4.5,-2.9,-0.5,0/4/0,979.2,974.6,976.8,15,,,7,,110,,,E,3,3,4,10,,
2001-05-24,-1.5,-4,-2.5,-0.5,0/5/0,980.5,975,978.2,9,,,2,,20,,,NE,0.5,1,4,5,,
2001-05-25,-2.9,-5.6,-3.8,-1.1,0/5/0,984.1,980.5,982.7,14,,,5,,350,,,NE,0,0,4,9,,
2001-05-26,-2.2,-5.9,-2.8,-1.2,0/5/0,986.9,982,984.1,13,,,5,,260,,,NE,-998,-998,4,10,,
2001-05-27,-1.9,-3.4,-2.8,-1.5,0/5/0,987.2,979.8,983.8,14,,,5,,360,,,E,-998,-998,4,10,,
2001-05-28,0.5,-3.4,0.2,-0.3,0/4/0,979.8,967.2,971.6,51,,,23,,30,,,N,2.6,-998,7,10,,
2001-05-29,0.1,-2.8,-1.8,-0.7,0/5/0,969.9,967,968.4,38,,,16,,360,,,NW,3.5,2,18,10,,
2001-05-30,-1.8,-3.8,-3.2,-0.7,0/5/0,967.4,963.2,964.3,23,,,12,,240,,,SW,1.2,1,18,10,,
2001-05-31,-2.3,-7.5,-5.6,-1.2,0/5/0,971.4,965,969.2,22,,,13,,230,,,N,0.1,-998,16,9,,
2001-06-01,-4.2,-7.4,-5.8,-0.6,0/5/0,978.5,971.4,976,21,,,9,,50,,,NE,0,0,16,9,,
2001-06-02,-2.5,-7,-3.6,-0.9,0/4/0,978.9,971.8,974.2,31,,,12,,120,,,E,-998,-998,16,10,,
2001-06-03,-2.3,-8.8,-7.2,-0.6,0/4/0,982.1,975,979.3,26,,,10,,110,,,E,0.6,-998,15,9,,
2001-06-04,-4.2,-8.7,-5.9,-0.9,0/5/0,982.2,980.9,981.4,18,,,5,,230,,,NE,-998,-998,14,10,,
2001-06-05,-5.6,-8.5,-6.3,-1.1,0/6/0,985.5,980.9,983.5,9,,,5,,30,,,NE,0,0,14,7,,
2001-06-06,-4.8,-8.2,-7,-1.1,0/6/0,988.5,983.1,985.9,22,,,11,,110,,,N,0,0,14,1,,
2001-06-07,-4.5,-8.3,-5.4,-0.9,0/6/0,989.5,987.9,988.7,15,,,7,,20,,,NE,-998,-998,14,9,,
2001-06-08,-4.5,-7.7,-5.8,-1,0/6/0,993.1,989.5,991.8,23,,,10,,20,,,NE,0,0,13,9,,
2001-06-09,-3.2,-8.2,-4.9,-0.7,0/6/0,993,988.5,989.4,28,,,13,,110,,,E,1.3,1,14,10,,
2001-06-10,-2.8,-5.8,-3.8,-0.8,0/6/0,995.3,988.8,993.1,19,,,5,,40,,,N,0.6,-998,14,10,,
2001-06-11,-0.2,-4.5,-2.8,-0.6,0/6/0,995.4,986,990.1,33,,,9,,90,,,E,3.6,5,16,10,,
2001-06-12,0.3,-5,-2.1,-0.6,0/4/0,996,990,994.3,54,,,15,,20,,,N,0.8,-998,20,10,,
2001-06-13,0,-2.2,-1.3,-0.7,0/5/0,996,975,985.5,47,,,21,,20,,,N,1.9,1,25,10,,
2001-06-14,0.1,-2.4,-1.6,-0.9,0/6/0,1008.6,989.9,1004.5,39,,,16,,210,,,SW,1.6,1,25,10,,
2001-06-15,0.8,-2.4,-0.9,-0.6,0/6/0,1007.7,995.9,998.8,39,,,13,,10,,,N,1.4,1,26,10,,
2001-06-16,-0.3,-3.2,-2,-1.1,0/6/0,1012.5,1003,1010.6,38,,,12,,330,,,SW,1.5,-998,28,10,,
2001-06-17,-0.9,-5,-3.6,-1.3,0/5/0,1008,1000.6,1005.2,32,,,13,,240,,,SW,0.2,-998,27,10,,
2001-06-18,-2.5,-6,-4,-0.6,0/6/0,1000.6,974,981.4,37,,,9,,70,,,E,1.6,-998,27,10,,
2001-06-19,-1.2,-5.9,-3.2,-1,0/6/0,981.1,966.6,974.8,59,,,19,,230,,,SW,1.1,-998,27,10,,
2001-06-20,-3.6,-8.7,-4.6,-1.4,0/5/0,995.6,972.2,987.9,49,,,22,,220,,,SW,0.1,-998,25,9,,
2001-06-21,-1.5,-10.9,-5.8,-1.6,0/6/0,994.7,977.8,982.4,53,,,25,,10,,,SW,2.1,-998,26,10,,
2001-06-22,-6.2,-12.5,-9.4,-1.1,0/6/0,1011.6,991.3,1008.7,55,,,13,,80,,,E,1.5,-998,25,9,,
2001-06-23,-3.9,-8.9,-5.8,-1.4,0/5/0,1011.5,1008,1010.4,14,,,7,,20,,,N,0,0,24,10,,
2001-06-24,-3.3,-5.1,-4.4,-1.3,0/5/0,1008,993.5,999.4,12,,,4,,300,,,N,0.1,-998,24,10,,
2001-06-25,-4.8,-8.1,-6.8,-1.4,0/5/0,993.5,985.2,987.7,12,,,5,,10,,,NE,0.7,-998,24,10,,
2001-06-26,-1.2,-6.7,-2.5,-1.3,0/5/0,987,980.3,984.1,37,,,16,,250,,,SW,2.5,2,30,10,,
2001-06-27,-1.6,-7.5,-5,-1.5,0/5/0,984.3,978.2,982,31,,,8,,210,,,SW,-998,-998,28,10,,
2001-06-28,-3.2,-7.6,-4.6,-1.4,0/5/0,978.6,972.2,973.9,9,,,2,,120,,,NE,0,0,28,10,,
2001-06-29,2.7,-5.2,-1.5,-1.5,0/5/0,985.7,976.8,984.3,46,,,10,,10,,,N,-998,-998,27,10,,
2001-06-30,2.7,-1.4,0.4,-1.1,0/5/0,987.1,985.1,986.4,33,,,10,,10,,,N,2.4,-998,24,9,,
2001-07-01,-0.6,-5.9,-3.6,-1.2,0/5/0,985.1,977.7,978.8,24,,,9,,110,,,E,2.9,4,23,10,,
2001-07-02,-4.6,-7.4,-5.9,-1.2,0/5/0,978.1,973.9,975.1,19,,,9,,110,,,E,0.1,-998,26,10,,
2001-07-03,-4.1,-7.2,-5.3,-1.3,0/5/0,980,974.7,978,14,,,5,,10,,,NE,0,0,25,10,,
2001-07-04,-2.9,-5.2,-4.1,-1.5,0/4/0,981.9,980,981.3,26,,,13,,210,,,SW,0,0,25,10,,
2001-07-05,-4,-7.6,-5.2,-1.5,0/5/0,981.9,976.9,979.6,19,,,7,,50,,,SW,0.1,-998,24,10,,
2001-07-06,-3.9,-12.9,-11.7,-1.6,0/4/0,988.3,977.8,985.2,34,,,13,,240,,,SW,0.2,-998,23,10,,
2001-07-07,-6.7,-12.8,-8.8,-1.8,0/4/0,998.5,981,990.8,36,,,11,,160,,,SW,2,3,24,9,,
2001-07-08,-1,-7.2,-3.4,-1.7,0/5/0,1005.4,998.5,1002.6,22,,,9,,290,,,W,0.7,-998,24,10,,
